date,measure,value
2021-10-01,m3_total,2130024.12703354
2021-11-01,m2_repo,47.065932
2021-11-01,m3_deposit_other,7732.037814999931
2021-11-01,m3_total,2162302.22965194
2021-11-01,m1_currency,134963.36124594
2021-11-01,m1_deposit_demand,445884.087428
2021-11-01,m2_total,2154570.19183694
2021-11-01,m2_deposit_fx,187692.254854
2021-11-01,m2_deposit_fixed,916363.8799710001
2021-11-01,m2_nid,3622.5283790000003
2021-11-01,m1_total,580847.44867394
2021-11-01,m2_deposit_other,225367.94430200002
2021-11-01,m2_deposit_saving,240629.069725
2021-12-01,m2_deposit_saving,243373.04262899997
2021-12-01,m3_total,2171798.67048355
2021-12-01,m2_deposit_fx,194682.748036
2021-12-01,m2_nid,3880.066924
2021-12-01,m1_currency,136710.84234754997
2021-12-01,m3_deposit_other,5991.706044999883
2021-12-01,m2_deposit_other,224497.12457999997
2021-12-01,m1_total,578301.87515455
2021-12-01,m2_total,2165806.96443855
2021-12-01,m2_repo,0.0
2021-12-01,m2_deposit_fixed,921072.107115
2021-12-01,m1_deposit_demand,441591.032807
2022-01-01,m1_total,585517.6350947
2022-01-01,m2_deposit_saving,245785.02940899998
2022-01-01,m3_deposit_other,7633.764028999489
2022-01-01,m2_repo,2.5e-05
2022-01-01,m2_total,2171245.8385807
2022-01-01,m3_total,2178879.6026096996
2022-01-01,m1_currency,143053.7072047
2022-01-01,m2_deposit_fixed,919226.229709
2022-01-01,m2_nid,3313.085487
2022-01-01,m2_deposit_other,221116.943132
2022-01-01,m1_deposit_demand,442463.92789
2022-01-01,m2_deposit_fx,196286.915724
2022-02-01,m2_deposit_other,223167.11231399997
2022-02-01,m2_deposit_fx,213959.70697600004
2022-02-01,m1_deposit_demand,448532.7982819999
2022-02-01,m1_total,587656.4733974099
2022-02-01,m2_deposit_saving,243011.745846
2022-02-01,m2_nid,3632.5592979999997
2022-02-01,m2_total,2190249.32216141
2022-02-01,m2_deposit_fixed,918821.724297
2022-02-01,m1_currency,139123.67511541
2022-02-01,m3_total,2197890.60032841
2022-02-01,m2_repo,3.3e-05
2022-02-01,m3_deposit_other,7641.27816700004
2022-03-01,m2_deposit_fx,202585.544205
2022-03-01,m1_deposit_demand,453202.68851099996
2022-03-01,m2_nid,3836.708685
2022-03-01,m2_deposit_fixed,920940.263581
2022-03-01,m1_total,592214.4402320799
2022-03-01,m3_total,2203024.2355740797
2022-03-01,m3_deposit_other,6827.019145999569
2022-03-01,m2_total,2196197.21642808
2022-03-01,m2_repo,0.0
2022-03-01,m2_deposit_saving,244994.575907
2022-03-01,m2_deposit_other,231625.68381800002
2022-03-01,m1_currency,139011.75172107999
2022-04-01,m2_total,2209303.37214538
2022-04-01,m2_deposit_fixed,919275.3596870002
2022-04-01,m2_nid,3343.6125429999997
2022-04-01,m2_deposit_saving,268866.93564700003
2022-04-01,m3_total,2214987.72994838
2022-04-01,m2_deposit_fx,206351.188889
2022-04-01,m2_deposit_other,207543.34387699995
2022-04-01,m1_deposit_demand,454291.56944799994
2022-04-01,m1_currency,149631.36205438
2022-04-01,m1_total,603922.9315023798
2022-04-01,m2_repo,0.0
2022-04-01,m3_deposit_other,5684.357803000137
2022-05-01,m1_currency,146992.06877235
2022-05-01,m1_deposit_demand,456896.05792199995
2022-05-01,m3_deposit_other,8274.454635999631
2022-05-01,m2_nid,2697.931681
2022-05-01,m2_total,2218313.90301335
2022-05-01,m2_deposit_saving,253215.85907
2022-05-01,m3_total,2226588.3576493496
2022-05-01,m2_deposit_other,213335.571656
2022-05-01,m2_deposit_fx,219492.902994
2022-05-01,m1_total,603888.1266943499
2022-05-01,m2_deposit_fixed,925683.5109179999
2022-05-01,m2_repo,0.0
2022-06-01,m2_repo,0.006509
2022-06-01,m1_total,606889.1291666001
2022-06-01,m2_deposit_fx,217695.69343200003
2022-06-01,m1_currency,146192.27713260005
2022-06-01,m1_deposit_demand,460696.85203400004
2022-06-01,m3_total,2225258.6098316004
2022-06-01,m2_deposit_other,213822.381819
2022-06-01,m2_total,2217856.6503956
2022-06-01,m2_deposit_fixed,928723.277666
2022-06-01,m2_deposit_saving,248130.32406800002
2022-06-01,m2_nid,2595.837735
2022-06-01,m3_deposit_other,7401.959436000325
2022-07-01,m1_currency,145441.75465837
2022-07-01,m3_deposit_other,8134.370562999975
2022-07-01,m3_total,2222146.50545537
2022-07-01,m1_deposit_demand,456715.188561
2022-07-01,m2_deposit_other,212990.12709599998
2022-07-01,m2_repo,0.0
2022-07-01,m2_total,2214012.13489237
2022-07-01,m2_deposit_saving,242890.446234
2022-07-01,m2_nid,2656.091126
2022-07-01,m2_deposit_fixed,936326.133095
2022-07-01,m2_deposit_fx,216992.394122
2022-07-01,m1_total,602156.94321937
2022-08-01,m2_deposit_fixed,939132.0610439999
2022-08-01,m2_nid,2222.390333
2022-08-01,m1_currency,144985.35284446
2022-08-01,m2_deposit_saving,238998.758232
2022-08-01,m2_total,2232643.35947946
2022-08-01,m3_total,2241310.6033644597
2022-08-01,m2_deposit_other,225535.461876
2022-08-01,m1_total,602482.46630246
2022-08-01,m3_deposit_other,8667.24388499977
2022-08-01,m2_repo,0.0
2022-08-01,m2_deposit_fx,224272.221692
2022-08-01,m1_deposit_demand,457497.11345799995
2022-09-01,m1_total,596710.8164491401
2022-09-01,m2_nid,2870.702466
2022-09-01,m1_currency,144896.48182614002
2022-09-01,m2_repo,0.0
2022-09-01,m2_deposit_saving,237316.341344
2022-09-01,m2_total,2247122.03863214
2022-09-01,m2_deposit_other,226577.823099
2022-09-01,m3_total,2254815.67722914
2022-09-01,m3_deposit_other,7693.638596999925
2022-09-01,m2_deposit_fx,240355.20553200002
2022-09-01,m1_deposit_demand,451814.33462300006
2022-09-01,m2_deposit_fixed,943291.1497420002
2022-10-01,m2_nid,1873.7611090000003
2022-10-01,m2_deposit_fixed,943938.70822
2022-10-01,m2_repo,237.636934
2022-10-01,m1_total,597499.6234892
2022-10-01,m3_deposit_other,8642.873312999494
2022-10-01,m2_total,2248503.4617122
2022-10-01,m1_deposit_demand,452222.86979400006
2022-10-01,m2_deposit_fx,246483.145082
2022-10-01,m2_deposit_saving,233612.842849
2022-10-01,m2_deposit_other,224857.74402900002
2022-10-01,m1_currency,145276.7536952
2022-10-01,m3_total,2257146.3350251997
2022-11-01,m2_nid,1922.9060370000002
2022-11-01,m2_deposit_fixed,951030.353391
2022-11-01,m2_repo,187.894608
2022-11-01,m1_deposit_demand,457519.56229699997
2022-11-01,m2_deposit_fx,233358.792411
2022-11-01,m2_total,2249186.2469918896
2022-11-01,m2_deposit_other,227563.45276100002
2022-11-01,m3_deposit_other,8757.694079000035
2022-11-01,m1_total,603199.6885678899
2022-11-01,m1_currency,145680.12627089
2022-11-01,m3_total,2257943.9410708896
2022-11-01,m2_deposit_saving,231923.15921599997
2022-12-01,m2_nid,1883.0048240000003
2022-12-01,m2_deposit_fixed,969643.9679389999
2022-12-01,m2_total,2258295.002849639
2022-12-01,m2_deposit_saving,229455.566603
2022-12-01,m1_deposit_demand,456363.08419200004
2022-12-01,m2_deposit_fx,236291.67500099994
2022-12-01,m2_repo,243.317044
2022-12-01,m3_total,2265666.77939464
2022-12-01,m1_total,602972.0671806401
2022-12-01,m3_deposit_other,7371.776545000728
2022-12-01,m2_deposit_other,217805.404258
2022-12-01,m1_currency,146608.98298864
2023-01-01,m3_deposit_other,9067.09943800047
2023-01-01,m2_deposit_saving,230592.840347
2023-01-01,m3_total,2275666.86849354
2023-01-01,m2_repo,200.626895
2023-01-01,m2_deposit_other,220321.67202599996
2023-01-01,m1_currency,150754.31161454
2023-01-01,m1_deposit_demand,450103.68163
2023-01-01,m2_total,2266599.7690555397
2023-01-01,m2_nid,2145.3985319999997
2023-01-01,m2_deposit_fixed,970431.9050070001
2023-01-01,m1_total,600857.99324454
2023-01-01,m2_deposit_fx,242049.333004
2023-02-01,m1_currency,146425.22882849
2023-02-01,m2_repo,200.356022
2023-02-01,m3_deposit_other,8681.069782000035
2023-02-01,m2_deposit_fx,262466.58706
2023-02-01,m2_total,2282777.62221649
2023-02-01,m2_deposit_saving,229444.45107
2023-02-01,m1_total,598616.38813149
2023-02-01,m2_deposit_fixed,975359.447606
2023-02-01,m2_deposit_other,214693.35731700002
2023-02-01,m1_deposit_demand,452191.15930299996
2023-02-01,m2_nid,1997.03501
2023-02-01,m3_total,2291458.69199849
2023-03-01,m2_total,2283769.1173232603
2023-03-01,m2_deposit_fixed,990631.672717
2023-03-01,m2_deposit_saving,230935.436672
2023-03-01,m3_total,2292066.47469126
2023-03-01,m1_total,597566.40462426
2023-03-01,m3_deposit_other,8297.357367999852
2023-03-01,m2_repo,200.533414
2023-03-01,m2_deposit_fx,245664.32672199997
2023-03-01,m1_deposit_demand,451139.31922500004
2023-03-01,m2_deposit_other,217042.807776
2023-03-01,m2_nid,1727.935398
2023-03-01,m1_currency,146427.08539926002
2023-04-01,m1_currency,149585.73851657
2023-04-01,m3_deposit_other,8631.804836999625
2023-04-01,m1_total,595879.3158555699
2023-04-01,m2_repo,203.535138
2023-04-01,m3_total,2287421.06043557
2023-04-01,m1_deposit_demand,446293.57733899995
2023-04-01,m2_nid,1457.382016
2023-04-01,m2_deposit_saving,227653.143831
2023-04-01,m2_deposit_fixed,995135.137547
2023-04-01,m2_deposit_other,219770.775465
2023-04-01,m2_total,2278789.25559857
2023-04-01,m2_deposit_fx,238689.965746
2023-05-01,m2_deposit_saving,226586.974463
2023-05-01,m2_nid,1462.4335500000002
2023-05-01,m2_repo,198.750272
2023-05-01,m2_total,2288145.0865014
2023-05-01,m2_deposit_other,216297.86225
2023-05-01,m1_currency,146778.58492539998
2023-05-01,m3_deposit_other,9799.651200000197
2023-05-01,m1_total,594870.9752604
2023-05-01,m3_total,2297944.7377014
2023-05-01,m2_deposit_fx,244648.155731
2023-05-01,m1_deposit_demand,448092.390335
2023-05-01,m2_deposit_fixed,1004079.934975
2023-06-01,m2_deposit_fx,246648.932058
2023-06-01,m2_deposit_saving,228275.093691
2023-06-01,m2_total,2297528.0904774303
2023-06-01,m2_deposit_other,214070.09108900005
2023-06-01,m1_currency,147805.76337943
2023-06-01,m2_repo,194.542084
2023-06-01,m3_deposit_other,8791.046647999901
2023-06-01,m1_deposit_demand,455562.2363920001
2023-06-01,m3_total,2306319.13712543
2023-06-01,m2_nid,2087.7164949999997
2023-06-01,m2_deposit_fixed,1002883.715289
2023-06-01,m1_total,603367.9997714302
2023-07-01,m1_deposit_demand,447808.44016500004
2023-07-01,m2_deposit_saving,224457.82973499998
2023-07-01,m2_total,2291247.8723055194
2023-07-01,m1_currency,146402.15743351998
2023-07-01,m2_deposit_fixed,1011552.2577939999
2023-07-01,m2_deposit_other,214042.13886899996
2023-07-01,m2_repo,186.906678
2023-07-01,m2_nid,1711.0635550000004
2023-07-01,m3_deposit_other,8854.94520900026
2023-07-01,m3_total,2300102.8175145197
2023-07-01,m2_deposit_fx,245087.07807599998
2023-07-01,m1_total,594210.59759852
2023-08-01,m1_total,601691.23077311
2023-08-01,m2_total,2296445.87879211
2023-08-01,m2_deposit_saving,223861.54004
2023-08-01,m3_total,2305718.42716211
2023-08-01,m1_currency,146567.79838211
2023-08-01,m2_deposit_other,209262.77638499998
2023-08-01,m2_deposit_fixed,1005493.7061519999
2023-08-01,m2_repo,188.344136
2023-08-01,m3_deposit_other,9272.548369999975
2023-08-01,m1_deposit_demand,455123.432391
2023-08-01,m2_nid,1712.697932
2023-08-01,m2_deposit_fx,254235.583374
2023-09-01,m2_deposit_other,214861.03401899996
2023-09-01,m2_deposit_fx,258333.97726099996
2023-09-01,m2_total,2310706.34361041
2023-09-01,m2_repo,187.286054
2023-09-01,m2_deposit_saving,224337.68854
2023-09-01,m2_nid,1690.4780280000002
2023-09-01,m3_deposit_other,9009.992721999995
2023-09-01,m1_total,608282.64575641
2023-09-01,m1_currency,147005.33705941
2023-09-01,m3_total,2319716.33633241
2023-09-01,m2_deposit_fixed,1003013.233952
2023-09-01,m1_deposit_demand,461277.3086969999
2023-10-01,m2_repo,185.129112
2023-10-01,m2_total,2330019.06265355
2023-10-01,m2_deposit_fx,266103.56520499993
2023-10-01,m1_deposit_demand,470426.10173199995
2023-10-01,m2_nid,1641.448474
2023-10-01,m3_deposit_other,9685.280654999893
2023-10-01,m2_deposit_saving,224579.705845
2023-10-01,m2_deposit_other,219350.17800599997
2023-10-01,m1_currency,146682.32547855
2023-10-01,m3_total,2339704.34330855
2023-10-01,m1_total,617108.4272105499
2023-10-01,m2_deposit_fixed,1001050.6088009998
2023-11-01,m2_nid,1498.945996
2023-11-01,m2_total,2351567.588348
2023-11-01,m1_total,624652.0566070001
2023-11-01,m2_deposit_fixed,1005936.7554649998
2023-11-01,m2_deposit_saving,225809.052429
2023-11-01,m1_currency,147776.36352100002
2023-11-01,m2_deposit_other,221349.23209799998
2023-11-01,m3_total,2361524.1463860003
2023-11-01,m3_deposit_other,9956.558038000483
2023-11-01,m2_deposit_fx,272179.525414
2023-11-01,m2_repo,142.020339
2023-11-01,m1_deposit_demand,476875.693086
2023-12-01,m2_deposit_fx,274341.586317
2023-12-01,m2_deposit_other,238712.783776
2023-12-01,m3_deposit_other,11080.887213999871
2023-12-01,m2_repo,0.0
2023-12-01,m1_currency,149430.532978
2023-12-01,m1_deposit_demand,488992.42988
2023-12-01,m1_total,638422.9628580001
2023-12-01,m2_nid,1639.8177070000004
2023-12-01,m2_deposit_fixed,1011817.5773519999
2023-12-01,m2_deposit_saving,226052.278609
2023-12-01,m3_total,2402067.8938329993
2023-12-01,m2_total,2390987.006619
2024-01-01,m2_repo,0.0
2024-01-01,m2_nid,1474.593221
2024-01-01,m1_currency,152505.68857846
2024-01-01,m2_deposit_fixed,1014313.941074
2024-01-01,m2_deposit_saving,231353.797106
2024-01-01,m1_total,639207.4085864599
2024-01-01,m2_deposit_fx,271722.43513
2024-01-01,m2_deposit_other,242175.113679
2024-01-01,m2_total,2400247.28879646
2024-01-01,m3_total,2412177.94835346
2024-01-01,m1_deposit_demand,486701.720008
2024-01-01,m3_deposit_other,11930.65955700027
2024-02-01,m1_total,639881.4393100899
2024-02-01,m2_nid,1712.009843
2024-02-01,m2_total,2410933.95206009
2024-02-01,m1_currency,154131.75291309
2024-02-01,m2_deposit_fixed,1026274.700217
2024-02-01,m2_deposit_saving,235243.428715
2024-02-01,m2_deposit_other,236659.116043
2024-02-01,m3_total,2423051.56552009
2024-02-01,m2_deposit_fx,271163.257932
2024-02-01,m1_deposit_demand,485749.686397
2024-02-01,m3_deposit_other,12117.61345999967
2024-02-01,m2_repo,0.0
2024-03-01,m2_nid,1802.530195
2024-03-01,m1_currency,153706.56007683
2024-03-01,m3_deposit_other,10696.82143799914
2024-03-01,m2_repo,0.0
2024-03-01,m2_deposit_fixed,1035838.113846
2024-03-01,m1_deposit_demand,491637.371314
2024-03-01,m2_deposit_fx,277078.387885
2024-03-01,m3_total,2434180.503771829
2024-03-01,m2_deposit_other,230104.238832
2024-03-01,m2_deposit_saving,233316.480185
2024-03-01,m2_total,2423483.68233383
2024-03-01,m1_total,645343.9313908301
2024-04-01,m1_currency,153706.67085014
2024-04-01,m1_total,638476.3322711398
2024-04-01,m3_deposit_other,11667.82210699981
2024-04-01,m2_repo,0.01434
2024-04-01,m2_deposit_fixed,1036804.359216
2024-04-01,m1_deposit_demand,484769.661421
2024-04-01,m2_deposit_fx,276408.3259389999
2024-04-01,m3_total,2425707.12272514
2024-04-01,m2_deposit_other,226783.010367
2024-04-01,m2_total,2414039.30061814
2024-04-01,m2_deposit_saving,233820.641894
2024-04-01,m2_nid,1746.616591
2024-05-01,m2_nid,1457.923121
2024-05-01,m3_deposit_other,10702.876946000379
2024-05-01,m2_deposit_saving,234248.50325
2024-05-01,m1_total,635361.40335719
2024-05-01,m2_total,2419724.70073819
2024-05-01,m3_total,2430427.57768419
2024-05-01,m2_deposit_fixed,1041762.116276
2024-05-01,m2_deposit_fx,279580.405851
2024-05-01,m2_repo,0.0
2024-05-01,m1_currency,153271.57577619
2024-05-01,m1_deposit_demand,482089.827581
2024-05-01,m2_deposit_other,227314.348883
2024-06-01,m2_deposit_saving,232568.671726
2024-06-01,m2_deposit_fixed,1034039.948578
2024-06-01,m2_deposit_other,221510.528436
2024-06-01,m2_nid,1493.527046
2024-06-01,m2_total,2416358.23800019
2024-06-01,m1_total,642137.7683021899
2024-06-01,m3_total,2426401.30858519
2024-06-01,m1_deposit_demand,489479.610829
2024-06-01,m2_deposit_fx,284607.793912
2024-06-01,m1_currency,152658.15747319
2024-06-01,m3_deposit_other,10043.07058500033
2024-06-01,m2_repo,0.0
2024-07-01,m2_repo,159.699682
2024-07-01,m1_currency,151949.64132056
2024-07-01,m3_deposit_other,10064.354867999911
2024-07-01,m2_deposit_saving,231943.929118
2024-07-01,m2_deposit_fixed,1043099.569768
2024-07-01,m1_total,636762.1256045599
2024-07-01,m3_total,2423037.46468556
2024-07-01,m2_deposit_fx,286592.395667
2024-07-01,m1_deposit_demand,484812.4842839999
2024-07-01,m2_total,2412973.10981756
2024-07-01,m2_nid,1515.078868
2024-07-01,m2_deposit_other,212900.31111
2024-08-01,m2_deposit_other,214418.392311
2024-08-01,m1_currency,152418.20930727
2024-08-01,m3_deposit_other,8958.63647899963
2024-08-01,m2_repo,159.699682
2024-08-01,m2_deposit_fixed,1044039.908212
2024-08-01,m2_deposit_saving,232707.289849
2024-08-01,m3_total,2414067.47187027
2024-08-01,m2_deposit_fx,274842.343295
2024-08-01,m1_deposit_demand,485128.342349
2024-08-01,m1_total,637546.5516562699
2024-08-01,m2_total,2405108.83539127
2024-08-01,m2_nid,1394.650386
2024-09-01,m1_currency,151875.81590971
2024-09-01,m1_total,644918.16401871
2024-09-01,m2_nid,1490.204603
2024-09-01,m2_deposit_other,218582.761482
2024-09-01,m2_repo,159.699682
2024-09-01,m2_total,2408238.770426711
2024-09-01,m2_deposit_saving,231538.428218
2024-09-01,m3_total,2417121.63188471
2024-09-01,m2_deposit_fx,266164.767041
2024-09-01,m2_deposit_fixed,1045384.745382
2024-09-01,m3_deposit_other,8882.86145799933
2024-09-01,m1_deposit_demand,493042.348109
2024-10-01,m2_deposit_other,217589.898731
2024-10-01,m3_total,2438253.29099852
2024-10-01,m2_repo,159.699682
2024-10-01,m2_deposit_fixed,1053365.185734
2024-10-01,m3_deposit_other,10165.11202599993
2024-10-01,m2_deposit_fx,278906.511463
2024-10-01,m1_total,645161.60568552
2024-10-01,m2_nid,1225.304486
2024-10-01,m2_total,2428088.17897252
2024-10-01,m2_deposit_saving,231679.973191
2024-10-01,m1_deposit_demand,492166.110735
2024-10-01,m1_currency,152995.49495052
2024-11-01,m1_total,654989.85242058
2024-11-01,m2_deposit_fx,281920.807703
2024-11-01,m2_deposit_other,220350.79215
2024-11-01,m2_deposit_saving,233093.430141
2024-11-01,m2_total,2444782.47010358
2024-11-01,m3_total,2454992.87359158
2024-11-01,m3_deposit_other,10210.40348799992
2024-11-01,m1_deposit_demand,501695.062105
2024-11-01,m2_deposit_fixed,1053087.235779
2024-11-01,m1_currency,153294.79031557997
2024-11-01,m2_repo,159.699682
2024-11-01,m2_nid,1180.652228
2024-12-01,m2_nid,1196.272561
2024-12-01,m2_repo,159.699682
2024-12-01,m1_total,666427.50573752
2024-12-01,m1_currency,155000.80803852
2024-12-01,m2_deposit_fixed,1058368.35963
2024-12-01,m2_total,2478816.69598852
2024-12-01,m1_deposit_demand,511426.6976990001
2024-12-01,m3_deposit_other,9613.785365000365
2024-12-01,m3_total,2488430.48135352
2024-12-01,m2_deposit_saving,238501.806593
2024-12-01,m2_deposit_fx,303481.44678
2024-12-01,m2_deposit_other,210681.605005
2025-01-01,m1_currency,162818.33631761
2025-01-01,m2_deposit_other,213221.03402599998
2025-01-01,m1_total,663339.19058761
2025-01-01,m2_repo,0.0
2025-01-01,m1_deposit_demand,500520.85427
2025-01-01,m3_deposit_other,11102.34105199948
2025-01-01,m3_total,2492236.5587416096
2025-01-01,m2_total,2481134.21768961
2025-01-01,m2_deposit_saving,239248.275459
2025-01-01,m2_deposit_fx,305829.477443
2025-01-01,m2_deposit_fixed,1058213.683472
2025-01-01,m2_nid,1282.556702
2025-02-01,m2_total,2472152.9342684597
2025-02-01,m2_deposit_saving,240779.61953700002
2025-02-01,m2_deposit_other,210770.62665800002
2025-02-01,m2_nid,1183.161861
2025-02-01,m3_total,2483043.0074604596
2025-02-01,m2_repo,0.0
2025-02-01,m1_currency,158815.25815346
2025-02-01,m2_deposit_fixed,1054935.902362
2025-02-01,m1_deposit_demand,503110.90056199994
2025-02-01,m3_deposit_other,10890.073191999923
2025-02-01,m1_total,661926.15871546
2025-02-01,m2_deposit_fx,302557.465135
2025-03-01,m2_deposit_other,211323.62736999997
2025-03-01,m2_deposit_saving,242253.18487800003
2025-03-01,m2_deposit_fx,299594.80522200005
2025-03-01,m1_deposit_demand,503870.661123
2025-03-01,m2_nid,1185.684211
2025-03-01,m3_deposit_other,9356.526692000218
2025-03-01,m2_repo,0.0
2025-03-01,m1_currency,163579.44591387
2025-03-01,m2_total,2480758.25867487
2025-03-01,m2_deposit_fixed,1058950.8499569998
2025-03-01,m1_total,667450.10703687
2025-03-01,m3_total,2490114.78536687
2025-04-01,m2_deposit_fx,313131.950496
2025-04-01,m3_deposit_other,10245.686998000368
2025-04-01,m1_deposit_demand,503213.072453
2025-04-01,m2_repo,0.0
2025-04-01,m2_deposit_saving,240757.99999999997
2025-04-01,m1_currency,159641.60840822
2025-04-01,m2_deposit_fixed,1064235.448237
2025-04-01,m3_total,2502667.9006902203
2025-04-01,m2_total,2492422.21369222
2025-04-01,m2_nid,1279.9293100000002
2025-04-01,m1_total,662854.68086122
2025-04-01,m2_deposit_other,210162.20478799997
2025-05-01,m1_total,663113.11390888
2025-05-01,m2_deposit_fixed,1061382.2563369998
2025-05-01,m3_total,2495475.95393088
2025-05-01,m3_deposit_other,9658.46981899999
2025-05-01,m2_deposit_other,207703.81152199997
2025-05-01,m2_deposit_fx,315223.63492899993
2025-05-01,m1_currency,158963.10559088
2025-05-01,m2_repo,0.011322
2025-05-01,m1_deposit_demand,504150.008318
2025-05-01,m2_total,2485817.48411188
2025-05-01,m2_deposit_saving,237155.926811
2025-05-01,m2_nid,1238.729282
2025-06-01,m1_deposit_demand,523767.99247600004
2025-06-01,m2_deposit_saving,237350.729295
2025-06-01,m2_deposit_other,211491.456888
2025-06-01,m2_deposit_fixed,1057555.150454
2025-06-01,m2_nid,1075.908834
2025-06-01,m1_currency,157795.42136923003
2025-06-01,m1_total,681563.41384523
2025-06-01,m2_deposit_fx,306927.273562
2025-06-01,m2_total,2496158.3257552297
2025-06-01,m2_repo,194.392877
2025-06-01,m3_deposit_other,7260.307500000577
2025-06-01,m3_total,2503418.6332552303
2025-07-01,m2_deposit_other,217689.46797999993
2025-07-01,m1_deposit_demand,521492.00514900003
2025-07-01,m3_total,2516209.98575143
2025-07-01,m2_deposit_fx,307061.880268
2025-07-01,m2_total,2508144.47628343
2025-07-01,m2_nid,1137.3758999999998
2025-07-01,m2_deposit_fixed,1063054.3628780001
2025-07-01,m1_currency,158685.24083042998
2025-07-01,m2_repo,443.194016
2025-07-01,m3_deposit_other,8065.5094679999165
2025-07-01,m1_total,680177.24597943
2025-07-01,m2_deposit_saving,238580.94926199998
2025-08-01,m2_total,2504474.8239494804
2025-08-01,m3_deposit_other,7634.980860999785
2025-08-01,m2_deposit_fx,304961.1349570001
2025-08-01,m1_total,679479.89825148
2025-08-01,m1_deposit_demand,519178.961062
2025-08-01,m2_nid,1573.8220509999999
2025-08-01,m1_currency,160300.93718948
2025-08-01,m2_deposit_fixed,1070183.7054780002
2025-08-01,m2_deposit_other,210037.936308
2025-08-01,m2_repo,443.194016
2025-08-01,m2_deposit_saving,237795.132888
2025-08-01,m3_total,2512109.8048104797
2025-09-01,m2_deposit_fixed,1060018.0872040002
2025-09-01,m2_deposit_saving,240086.98804800003
2025-09-01,m1_currency,160023.78164842003
2025-09-01,m3_deposit_other,7836.577495000325
2025-09-01,m2_nid,1453.042827
2025-09-01,m2_repo,500.64511799999997
2025-09-01,m2_deposit_other,206667.758242
2025-09-01,m3_total,2522834.5970244203
2025-09-01,m2_deposit_fx,311949.63422400004
2025-09-01,m2_total,2514998.01952942
2025-09-01,m1_deposit_demand,534298.082218
2025-09-01,m1_total,694321.86386642
2025-10-01,m2_deposit_saving,239060.45244199998
2025-10-01,m1_total,693463.85714917
2025-10-01,m1_currency,161750.94224717002
2025-10-01,m2_nid,1734.2237139999997
2025-10-01,m2_deposit_other,217860.04438700003
2025-10-01,m3_total,2546954.11817917
2025-10-01,m2_deposit_fx,305088.647716
2025-10-01,m2_repo,390.225136
2025-10-01,m2_total,2536492.24828217
2025-10-01,m1_deposit_demand,531712.914902
2025-10-01,m3_deposit_other,10461.869897000026
2025-10-01,m2_deposit_fixed,1078894.797738
2025-11-01,m3_total,2550062.5174425403
2025-11-01,m3_deposit_other,9050.54972099932
2025-11-01,m2_nid,1429.3312799999997
2025-11-01,m2_deposit_fx,300252.26431299996
2025-11-01,m2_deposit_fixed,1077346.2458940002
2025-11-01,m2_deposit_other,224712.07308699997
2025-11-01,m2_deposit_saving,236372.41004800002
2025-11-01,m1_currency,161762.59671054
2025-11-01,m2_repo,390.225135
2025-11-01,m2_total,2541011.9677215405
2025-11-01,m1_total,700509.41796454
2025-11-01,m1_deposit_demand,538746.821254
2025-12-01,m2_deposit_fx,310066.6677299999
2025-12-01,m3_deposit_other,7525.999568000436
2025-12-01,m2_nid,1164.0812239999998
2025-12-01,m2_deposit_fixed,1078000.91837
2025-12-01,m1_total,726315.0652032399
2025-12-01,m2_deposit_saving,241487.134222
2025-12-01,m1_currency,162627.64128624
2025-12-01,m3_total,2591321.81859524
2025-12-01,m2_deposit_other,226371.72714199996
2025-12-01,m2_repo,390.225136
2025-12-01,m2_total,2583795.8190272395
2025-12-01,m1_deposit_demand,563687.423917
2026-01-01,m2_repo,796.556098
2026-01-01,m2_deposit_fx,298187.792902
2026-01-01,m2_deposit_fixed,1077658.4592459998
2026-01-01,m3_deposit_other,6351.001362999901
2026-01-01,m2_total,2571857.9270109795
2026-01-01,m2_nid,1534.6502249999996
2026-01-01,m2_deposit_saving,243124.061851
2026-01-01,m1_currency,165843.94411898003
2026-01-01,m3_total,2578208.9283739794
2026-01-01,m1_total,722244.2760069801
2026-01-01,m1_deposit_demand,556400.331888
2026-01-01,m2_deposit_other,228312.130682
2026-02-01,m1_total,727810.9236935701
2026-02-01,m2_total,2582531.3533425704
2026-02-01,m3_total,2589555.71113157
2026-02-01,m1_currency,169737.00467957
2026-02-01,m2_deposit_saving,246544.235505
2026-02-01,m2_nid,1549.57817
2026-02-01,m2_repo,794.666792
2026-02-01,m2_deposit_fx,294925.356839
2026-02-01,m3_deposit_other,7024.357788999565
2026-02-01,m2_deposit_fixed,1076707.3549630002
2026-02-01,m1_deposit_demand,558073.9190140001
2026-02-01,m2_deposit_other,234199.23737999998
