date,measure,value
2017-05-01,m2_deposit_saving,150063.46523200002
2017-05-01,m2_deposit_other,214795.146273
2017-05-01,m2_nid,9286.877768000002
2017-05-01,m1_total,391248.25742655003
2017-05-01,m2_repo,0.0
2017-06-01,m2_deposit_saving,151814.80205099998
2017-06-01,m3_deposit_other,9841.569511999609
2017-06-01,m2_repo,0.0
2017-06-01,m1_total,397698.44123895
2017-06-01,m1_currency,91879.41613395
2017-06-01,m3_total,1693309.84364395
2017-06-01,m2_nid,7322.31781
2017-06-01,m2_deposit_fx,140514.313212
2017-06-01,m2_deposit_fixed,782733.5843310002
2017-06-01,m2_deposit_other,203384.81548899994
2017-06-01,m2_total,1683468.2741319502
2017-06-01,m1_deposit_demand,305819.025105
2017-07-01,m2_deposit_saving,150073.00452800002
2017-07-01,m3_deposit_other,8685.025211000117
2017-07-01,m2_nid,7217.090459
2017-07-01,m1_total,392766.33218921005
2017-07-01,m1_deposit_demand,302810.641964
2017-07-01,m1_currency,89955.69022521001
2017-07-01,m2_repo,19.268328
2017-07-01,m2_deposit_fx,140811.77706899997
2017-07-01,m3_total,1688904.87805021
2017-07-01,m2_deposit_other,203094.19895800002
2017-07-01,m2_total,1680219.8528392096
2017-07-01,m2_deposit_fixed,786238.181308
2017-08-01,m3_total,1698970.3431681602
2017-08-01,m2_deposit_fixed,793552.145578
2017-08-01,m2_deposit_other,207011.09232499998
2017-08-01,m2_total,1690890.9177501602
2017-08-01,m2_deposit_fx,137837.164965
2017-08-01,m1_currency,92051.02201616
2017-08-01,m3_deposit_other,8079.42541799997
2017-08-01,m2_deposit_saving,151099.30281
2017-08-01,m2_repo,9.185149
2017-08-01,m2_nid,7605.940103000002
2017-08-01,m1_deposit_demand,301725.064804
2017-08-01,m1_total,393776.08682016004
2017-09-01,m2_deposit_fx,142227.011844
2017-09-01,m2_deposit_fixed,802148.640206
2017-09-01,m2_repo,149.820372
2017-09-01,m1_deposit_demand,307068.9537
2017-09-01,m3_total,1715771.0848531197
2017-09-01,m2_deposit_other,206468.41398999997
2017-09-01,m3_deposit_other,7573.079330999404
2017-09-01,m1_total,397981.82225312
2017-09-01,m2_deposit_saving,150861.238741
2017-09-01,m2_total,1708198.0055221203
2017-09-01,m1_currency,90912.86855311999
2017-09-01,m2_nid,8361.058116000002
2017-10-01,m2_repo,19.311865
2017-10-01,m2_deposit_saving,150260.72998299997
2017-10-01,m2_total,1719551.52772489
2017-10-01,m3_deposit_other,7790.3503540002275
2017-10-01,m2_deposit_other,200960.25205699998
2017-10-01,m2_deposit_fx,144724.333223
2017-10-01,m2_deposit_fixed,810123.0210180001
2017-10-01,m2_nid,10351.322831
2017-10-01,m1_deposit_demand,313077.12126499997
2017-10-01,m1_total,403112.55674788996
2017-10-01,m1_currency,90035.43548289
2017-10-01,m3_total,1727341.8780788903
2017-11-01,m3_deposit_other,7220.438336000079
2017-11-01,m1_deposit_demand,313830.06912799994
2017-11-01,m1_currency,91066.74459286999
2017-11-01,m2_total,1725763.8686948698
2017-11-01,m2_deposit_fixed,815292.9309459999
2017-11-01,m2_deposit_other,203523.948914
2017-11-01,m1_total,404896.81372086995
2017-11-01,m2_deposit_fx,142169.614825
2017-11-01,m2_deposit_saving,150986.509806
2017-11-01,m2_repo,18.715456
2017-11-01,m3_total,1732984.3070308699
2017-11-01,m2_nid,8875.335027000003
2017-12-01,m2_repo,101.553471
2017-12-01,m2_total,1730466.08878454
2017-12-01,m2_nid,10829.839753000002
2017-12-01,m3_total,1736444.68081854
2017-12-01,m2_deposit_other,194439.25516400003
2017-12-01,m2_deposit_saving,150505.206681
2017-12-01,m2_deposit_fx,135138.519696
2017-12-01,m1_total,422820.02193054
2017-12-01,m1_deposit_demand,330212.427478
2017-12-01,m1_currency,92607.59445254
2017-12-01,m2_deposit_fixed,816631.692089
2017-12-01,m3_deposit_other,5978.592033999972
2018-01-01,m2_deposit_saving,152265.65229
2018-01-01,m3_deposit_other,7336.276918999618
2018-01-01,m2_nid,9368.646153
2018-01-01,m1_currency,93342.41230117
2018-01-01,m3_total,1750433.71972017
2018-01-01,m2_repo,101.825624
2018-01-01,m2_deposit_other,197017.458277
2018-01-01,m1_deposit_demand,328053.608835
2018-01-01,m1_total,421396.02113617
2018-01-01,m2_total,1743097.44280117
2018-01-01,m2_deposit_fx,134747.563785
2018-01-01,m2_deposit_fixed,828200.275536
2018-02-01,m2_nid,8750.32483
2018-02-01,m2_repo,19.39926
2018-02-01,m2_deposit_other,203070.767495
2018-02-01,m2_deposit_fixed,833113.4696530002
2018-02-01,m2_deposit_fx,133385.735018
2018-02-01,m1_total,420009.53905779
2018-02-01,m1_currency,96159.84057778999
2018-02-01,m3_deposit_other,5784.925032999832
2018-02-01,m3_total,1759285.5490387904
2018-02-01,m2_deposit_saving,155151.388692
2018-02-01,m2_total,1753500.6240057903
2018-02-01,m1_deposit_demand,323849.69848
2018-03-01,m1_total,417232.82585131
2018-03-01,m2_deposit_fx,140511.02178699998
2018-03-01,m2_total,1784810.51638831
2018-03-01,m3_total,1791436.16468931
2018-03-01,m1_currency,96125.89147931
2018-03-01,m2_deposit_saving,155307.07319099997
2018-03-01,m2_nid,7925.495788
2018-03-01,m2_deposit_fixed,843208.870113
2018-03-01,m3_deposit_other,6625.648301000008
2018-03-01,m1_deposit_demand,321106.934372
2018-03-01,m2_repo,0.0
2018-03-01,m2_deposit_other,220625.22965799997
2018-04-01,m2_deposit_saving,155893.039698
2018-04-01,m2_total,1806747.89254701
2018-04-01,m1_total,415977.75200801
2018-04-01,m2_deposit_fx,138017.52897300004
2018-04-01,m2_repo,19.514509
2018-04-01,m3_total,1814046.8904720098
2018-04-01,m3_deposit_other,7298.9979249998
2018-04-01,m2_nid,8202.081279
2018-04-01,m2_deposit_other,223148.628265
2018-04-01,m1_deposit_demand,318698.076656
2018-04-01,m1_currency,97279.67535200999
2018-04-01,m2_deposit_fixed,865489.347815
2018-05-01,m2_deposit_fx,141660.405297
2018-05-01,m2_repo,9.494536
2018-05-01,m2_nid,7982.992206000001
2018-05-01,m2_deposit_other,221626.01641699995
2018-05-01,m1_deposit_demand,319697.313853
2018-05-01,m2_deposit_saving,156028.927625
2018-05-01,m1_total,417389.05817131
2018-05-01,m2_deposit_fixed,861075.5009330001
2018-05-01,m1_currency,97691.74431831
2018-05-01,m3_total,1815985.66193231
2018-05-01,m2_total,1805772.3951853102
2018-05-01,m3_deposit_other,10213.266746999929
2018-06-01,m3_total,1818539.26863052
2018-06-01,m2_deposit_other,221268.558497
2018-06-01,m1_deposit_demand,319507.166921
2018-06-01,m3_deposit_other,10240.563860000111
2018-06-01,m2_total,1808298.7047705199
2018-06-01,m2_deposit_fixed,865738.364362
2018-06-01,m2_deposit_fx,141229.221792
2018-06-01,m1_currency,96994.22033652001
2018-06-01,m1_total,416501.38725752
2018-06-01,m2_nid,7086.696354
2018-06-01,m2_repo,0.0
2018-06-01,m2_deposit_saving,156474.476508
2018-07-01,m1_total,411224.85446949
2018-07-01,m2_deposit_other,228235.35819899998
2018-07-01,m1_deposit_demand,317355.759795
2018-07-01,m2_total,1814049.8393684898
2018-07-01,m3_total,1823494.63892449
2018-07-01,m2_deposit_fixed,872724.029457
2018-07-01,m3_deposit_other,9444.799556000158
2018-07-01,m2_deposit_fx,138200.785456
2018-07-01,m1_currency,93869.09467449001
2018-07-01,m2_repo,0.0
2018-07-01,m2_deposit_saving,155692.961672
2018-07-01,m2_nid,7971.850114999999
2018-08-01,m3_total,1831254.0664328996
2018-08-01,m2_deposit_fixed,884418.8439470001
2018-08-01,m2_deposit_other,224623.471563
2018-08-01,m1_deposit_demand,316451.422072
2018-08-01,m1_total,411016.41809189995
2018-08-01,m2_total,1822041.9879549
2018-08-01,m2_deposit_saving,155899.036718
2018-08-01,m3_deposit_other,9212.078477999661
2018-08-01,m2_nid,8017.354937000001
2018-08-01,m1_currency,94564.99601989999
2018-08-01,m2_deposit_fx,138066.86269799998
2018-08-01,m2_repo,0.0
2018-09-01,m1_currency,93835.44134049
2018-09-01,m2_deposit_other,220839.59763600002
2018-09-01,m2_deposit_fixed,890608.7159200001
2018-09-01,m3_total,1845007.23596249
2018-09-01,m2_deposit_saving,155976.436252
2018-09-01,m2_repo,0.0
2018-09-01,m2_total,1835249.5293784903
2018-09-01,m3_deposit_other,9757.706583999796
2018-09-01,m2_nid,8278.657135000001
2018-09-01,m1_deposit_demand,320694.793328
2018-09-01,m2_deposit_fx,145015.887767
2018-09-01,m1_total,414530.23466849
2018-10-01,m1_currency,92804.41024494
2018-10-01,m2_deposit_other,229559.62385599996
2018-10-01,m2_repo,0.0
2018-10-01,m1_deposit_demand,323115.85499900003
2018-10-01,m1_total,415920.26524394006
2018-10-01,m2_deposit_fx,153217.139227
2018-10-01,m2_deposit_fixed,898898.3773180001
2018-10-01,m2_nid,8486.688148
2018-10-01,m3_total,1871644.7424249402
2018-10-01,m3_deposit_other,9010.961457000114
2018-10-01,m2_deposit_saving,156551.68717500003
2018-10-01,m2_total,1862633.78096794
2018-11-01,m2_nid,10962.231624
2018-11-01,m1_currency,93169.91543833
2018-11-01,m2_repo,0.0
2018-11-01,m1_deposit_demand,325330.8304459999
2018-11-01,m1_total,418500.7458843299
2018-11-01,m2_deposit_fx,153836.757033
2018-11-01,m2_deposit_other,227422.83463399997
2018-11-01,m2_deposit_fixed,904171.7504309999
2018-11-01,m3_total,1882099.7114003303
2018-11-01,m3_deposit_other,10052.572940000566
2018-11-01,m2_deposit_saving,157152.818854
2018-11-01,m2_total,1872047.1384603297
2018-12-01,m2_deposit_saving,157386.533962
2018-12-01,m3_deposit_other,9423.04451500019
2018-12-01,m3_total,1894517.21814177
2018-12-01,m2_total,1885094.1736267698
2018-12-01,m1_deposit_demand,333187.622844
2018-12-01,m2_deposit_fixed,909736.7616609999
2018-12-01,m2_deposit_other,223259.97917299997
2018-12-01,m1_total,427720.52170877
2018-12-01,m1_currency,94532.89886477
2018-12-01,m2_repo,0.0
2018-12-01,m2_nid,13930.068618000001
2018-12-01,m2_deposit_fx,153060.308504
2019-01-01,m2_nid,12375.309383
2019-01-01,m3_deposit_other,9698.079220000422
2019-01-01,m2_deposit_saving,162067.753764
2019-01-01,m3_total,1888709.0169753402
2019-01-01,m1_deposit_demand,326976.865403
2019-01-01,m1_total,428230.97069633997
2019-01-01,m2_deposit_fixed,914908.928946
2019-01-01,m2_deposit_fx,145887.141748
2019-01-01,m2_total,1879010.9377553398
2019-01-01,m2_deposit_other,215540.833218
2019-01-01,m2_repo,0.0
2019-01-01,m1_currency,101254.10529334
2019-02-01,m1_deposit_demand,324735.92978099996
2019-02-01,m2_deposit_other,213780.62636700005
2019-02-01,m2_total,1878680.97331319
2019-02-01,m2_repo,62.360937
2019-02-01,m1_total,422365.08559418994
2019-02-01,m2_nid,13423.152456000002
2019-02-01,m3_deposit_other,9882.990336999996
2019-02-01,m3_total,1888563.96365019
2019-02-01,m2_deposit_fx,146574.322678
2019-02-01,m2_deposit_saving,162468.80690599998
2019-02-01,m2_deposit_fixed,920006.6183750001
2019-02-01,m1_currency,97629.15581318998
2019-03-01,m2_deposit_saving,161720.400345
2019-03-01,m2_total,1889751.0641605803
2019-03-01,m1_currency,97355.95367558
2019-03-01,m1_total,427697.18064758007
2019-03-01,m2_nid,11776.413712
2019-03-01,m3_total,1898874.0701035801
2019-03-01,m3_deposit_other,9123.005942999851
2019-03-01,m2_deposit_fx,142307.29528400002
2019-03-01,m2_repo,62.360937
2019-03-01,m2_deposit_fixed,924836.4571090003
2019-03-01,m1_deposit_demand,330341.22697200003
2019-03-01,m2_deposit_other,221350.956126
2019-04-01,m2_deposit_fx,143591.637225
2019-04-01,m1_deposit_demand,328470.870807
2019-04-01,m2_deposit_fixed,932233.9511709999
2019-04-01,m2_deposit_saving,164219.73765700002
2019-04-01,m2_repo,59.381143
2019-04-01,m3_deposit_other,8871.78447500011
2019-04-01,m3_total,1909451.74930052
2019-04-01,m2_deposit_other,222290.478995
2019-04-01,m2_nid,12860.495626
2019-04-01,m1_total,425324.28300852
2019-04-01,m1_currency,96853.41220152
2019-04-01,m2_total,1900579.9648255198
2019-05-01,m1_deposit_demand,333556.490112
2019-05-01,m2_repo,49.379862
2019-05-01,m2_deposit_fixed,924938.535984
2019-05-01,m1_currency,100980.86252208
2019-05-01,m2_deposit_saving,166481.726913
2019-05-01,m2_deposit_fx,146496.74799799998
2019-05-01,m3_deposit_other,9778.119754000334
2019-05-01,m3_total,1917074.12862908
2019-05-01,m2_deposit_other,221776.37995
2019-05-01,m2_nid,13015.885534
2019-05-01,m1_total,434537.35263408005
2019-05-01,m2_total,1907296.0088750797
2019-06-01,m3_total,1912073.78832803
2019-06-01,m2_total,1899144.34937603
2019-06-01,m1_total,431751.02557103004
2019-06-01,m2_nid,12719.260768000002
2019-06-01,m3_deposit_other,12929.438952000113
2019-06-01,m2_deposit_saving,164853.931364
2019-06-01,m2_repo,49.379862
2019-06-01,m2_deposit_fx,144203.047353
2019-06-01,m2_deposit_fixed,926374.539559
2019-06-01,m1_deposit_demand,332850.324773
2019-06-01,m1_currency,98900.70079803
2019-06-01,m2_deposit_other,219193.16489900002
2019-07-01,m2_deposit_fx,153749.91611700004
2019-07-01,m2_deposit_saving,165834.463781
2019-07-01,m2_repo,49.379862
2019-07-01,m2_deposit_other,219864.72531299997
2019-07-01,m1_currency,97507.73713154999
2019-07-01,m2_total,1899917.3733615498
2019-07-01,m3_deposit_other,13391.077168000396
2019-07-01,m2_nid,11781.538881
2019-07-01,m1_deposit_demand,332087.56663599994
2019-07-01,m3_total,1913308.4505295502
2019-07-01,m1_total,429595.3037675499
2019-07-01,m2_deposit_fixed,919042.0456400001
2019-08-01,m2_total,1895997.8502836502
2019-08-01,m2_deposit_other,220409.499036
2019-08-01,m2_deposit_fx,146362.253972
2019-08-01,m2_repo,50.152076
2019-08-01,m3_deposit_other,12654.672686999897
2019-08-01,m2_nid,10398.817801000001
2019-08-01,m1_currency,98747.42818965
2019-08-01,m2_deposit_fixed,925084.4122799999
2019-08-01,m1_deposit_demand,327813.28804300004
2019-08-01,m3_total,1908652.52297065
2019-08-01,m1_total,426560.71623265004
2019-08-01,m2_deposit_saving,167131.99888600004
2019-09-01,m2_repo,50.152076
2019-09-01,m1_deposit_demand,336062.56613099994
2019-09-01,m2_deposit_other,216807.83164899997
2019-09-01,m2_deposit_saving,167115.612869
2019-09-01,m3_total,1916354.0407856598
2019-09-01,m1_currency,98197.41916466
2019-09-01,m2_deposit_fixed,931443.6192719999
2019-09-01,m2_nid,12600.290441000001
2019-09-01,m3_deposit_other,11670.639928999823
2019-09-01,m2_deposit_fx,142405.909254
2019-09-01,m2_total,1904683.40085666
2019-09-01,m1_total,434259.9852956599
2019-10-01,m1_deposit_demand,336672.89528700005
2019-10-01,m3_total,1934741.92143186
2019-10-01,m2_deposit_saving,167489.81319899997
2019-10-01,m1_currency,99074.08175786
2019-10-01,m2_deposit_fixed,934395.1477719998
2019-10-01,m3_deposit_other,12319.38623900013
2019-10-01,m2_nid,12010.380146000001
2019-10-01,m2_deposit_other,220498.220545
2019-10-01,m2_deposit_fx,152231.84440999996
2019-10-01,m2_total,1922422.5351928598
2019-10-01,m2_repo,50.152076
2019-10-01,m1_total,435746.97704486
2019-11-01,m1_total,438099.08156270004
2019-11-01,m2_repo,50.84875
2019-11-01,m2_deposit_fixed,934531.753202
2019-11-01,m2_deposit_saving,168329.389386
2019-11-01,m2_total,1923912.4268496998
2019-11-01,m2_deposit_other,217438.05273999996
2019-11-01,m3_deposit_other,10987.229504999937
2019-11-01,m1_deposit_demand,337785.108391
2019-11-01,m3_total,1934899.6563546997
2019-11-01,m2_deposit_fx,153146.32299
2019-11-01,m2_nid,12316.978219
2019-11-01,m1_currency,100313.9731717
2019-12-01,m2_deposit_fixed,940550.672493
2019-12-01,m2_deposit_saving,169974.81439
2019-12-01,m2_nid,14270.223716
2019-12-01,m2_repo,50.84875
2019-12-01,m2_total,1950567.9311512099
2019-12-01,m1_currency,100559.02246321003
2019-12-01,m1_total,452559.52102421003
2019-12-01,m3_deposit_other,10985.938971000258
2019-12-01,m1_deposit_demand,352000.498561
2019-12-01,m3_total,1961553.8701222101
2019-12-01,m2_deposit_other,215575.381763
2019-12-01,m2_deposit_fx,157586.46901499998
2020-01-01,m3_deposit_other,10556.672177000204
2020-01-01,m1_currency,105091.49107084
2020-01-01,m2_deposit_other,211744.050123
2020-01-01,m2_deposit_fx,155502.450791
2020-01-01,m3_total,1961429.71595584
2020-01-01,m1_deposit_demand,344140.61905800004
2020-01-01,m2_total,1950873.0437788398
2020-01-01,m2_nid,14366.614383
2020-01-01,m2_deposit_saving,172797.008814
2020-01-01,m1_total,449232.11012884
2020-01-01,m2_deposit_fixed,947179.9607889999
2020-01-01,m2_repo,50.84875
2020-02-01,m1_currency,103033.60513511
2020-02-01,m1_total,444417.80514811
2020-02-01,m2_deposit_other,208233.37090100002
2020-02-01,m3_total,1958708.05118211
2020-02-01,m1_deposit_demand,341384.200013
2020-02-01,m2_deposit_fx,158745.73976199998
2020-02-01,m2_repo,51.92451
2020-02-01,m2_total,1948485.87988511
2020-02-01,m3_deposit_other,10222.171297000023
2020-02-01,m2_deposit_saving,175413.361981
2020-02-01,m2_nid,12678.343321000002
2020-02-01,m2_deposit_fixed,948945.3342619999
2020-03-01,m3_deposit_other,7548.0859359994065
2020-03-01,m2_nid,10106.432130000005
2020-03-01,m2_deposit_fixed,934428.4479900001
2020-03-01,m2_repo,51.92451
2020-03-01,m1_total,461694.45955801004
2020-03-01,m2_total,1960826.8679140105
2020-03-01,m1_deposit_demand,358294.82749500003
2020-03-01,m2_deposit_other,204417.87124399995
2020-03-01,m2_deposit_fx,167765.31979100002
2020-03-01,m3_total,1968374.95385001
2020-03-01,m2_deposit_saving,182362.412691
2020-03-01,m1_currency,103399.63206301
2020-04-01,m2_deposit_fixed,933419.087839
2020-04-01,m1_total,466194.27446946
2020-04-01,m2_nid,11604.71434
2020-04-01,m3_deposit_other,7519.069283000659
2020-04-01,m2_repo,101.775641
2020-04-01,m1_deposit_demand,358323.780497
2020-04-01,m2_total,1986579.4977424596
2020-04-01,m2_deposit_fx,167094.079337
2020-04-01,m2_deposit_other,215458.34109500004
2020-04-01,m2_deposit_saving,192707.22502100002
2020-04-01,m1_currency,107870.49397246001
2020-04-01,m3_total,1994098.5670254603
2020-05-01,m3_total,2006707.6205084599
2020-05-01,m2_deposit_other,209912.40102999995
2020-05-01,m2_deposit_fx,166629.612582
2020-05-01,m2_total,2000159.7746184599
2020-05-01,m1_currency,113229.72657446
2020-05-01,m2_deposit_saving,196447.03341999996
2020-05-01,m3_deposit_other,6547.845889999997
2020-05-01,m1_total,479419.78954046
2020-05-01,m2_repo,101.775641
2020-05-01,m2_nid,12216.513304000002
2020-05-01,m1_deposit_demand,366190.062966
2020-05-01,m2_deposit_fixed,935432.649101
2020-06-01,m1_deposit_demand,375578.54593399994
2020-06-01,m3_total,2019910.7950384598
2020-06-01,m2_deposit_other,214132.43212699998
2020-06-01,m2_deposit_fx,164155.37086799997
2020-06-01,m2_total,2014091.4249574598
2020-06-01,m1_currency,112654.67138846
2020-06-01,m2_deposit_saving,199549.68444500002
2020-06-01,m3_deposit_other,5819.370081000031
2020-06-01,m1_total,488233.2173224599
2020-06-01,m2_repo,101.365951
2020-06-01,m2_nid,11801.478647
2020-06-01,m2_deposit_fixed,936117.8755969999
2020-07-01,m1_total,497168.94691676006
2020-07-01,m3_total,2029667.9816957603
2020-07-01,m3_deposit_other,5626.402059000218
2020-07-01,m2_deposit_fx,163356.91702300002
2020-07-01,m2_nid,11195.837122000003
2020-07-01,m2_deposit_saving,203253.545032
2020-07-01,m2_deposit_other,221866.481668
2020-07-01,m2_repo,101.365951
2020-07-01,m2_deposit_fixed,927098.4859239999
2020-07-01,m2_total,2024041.57963676
2020-07-01,m1_deposit_demand,381659.47360300005
2020-07-01,m1_currency,115509.47331376
2020-08-01,m2_total,2026995.31272976
2020-08-01,m3_deposit_other,4381.832694999875
2020-08-01,m2_deposit_fx,171060.56829400003
2020-08-01,m3_total,2031377.14542476
2020-08-01,m2_nid,10468.236737000001
2020-08-01,m2_deposit_saving,202819.489561
2020-08-01,m2_deposit_other,211984.92789800002
2020-08-01,m1_total,502304.03211076
2020-08-01,m1_currency,115537.96493275999
2020-08-01,m1_deposit_demand,386766.067178
2020-08-01,m2_repo,101.365951
2020-08-01,m2_deposit_fixed,928256.692178
2020-09-01,m3_deposit_other,5377.02174700005
2020-09-01,m1_total,513225.72411901
2020-09-01,m2_deposit_fx,158434.22589200002
2020-09-01,m2_total,2033284.5467340099
2020-09-01,m3_total,2038661.56848101
2020-09-01,m2_nid,10266.879897
2020-09-01,m2_deposit_saving,206825.43343099998
2020-09-01,m2_deposit_other,217584.10407199996
2020-09-01,m1_currency,115127.28221701
2020-09-01,m1_deposit_demand,398098.441902
2020-09-01,m2_deposit_fixed,926846.813372
2020-09-01,m2_repo,101.365951
2020-10-01,m2_nid,10280.438267
2020-10-01,m2_total,2030760.7493388602
2020-10-01,m3_deposit_other,5655.103948999895
2020-10-01,m1_total,519417.46714086004
2020-10-01,m1_deposit_demand,402352.41602700006
2020-10-01,m3_total,2036415.85328786
2020-10-01,m2_deposit_fx,154144.62311200003
2020-10-01,m2_deposit_fixed,916432.971283
2020-10-01,m2_deposit_saving,210322.78496
2020-10-01,m1_currency,117065.05111386
2020-10-01,m2_repo,53.465526
2020-10-01,m2_deposit_other,220108.99904999998
2020-11-01,m1_currency,117104.56236127
2020-11-01,m3_deposit_other,3642.5971519998275
2020-11-01,m2_total,2031849.1179412701
2020-11-01,m1_deposit_demand,408720.639175
2020-11-01,m2_deposit_fx,154535.214026
2020-11-01,m2_nid,10487.120119000001
2020-11-01,m3_total,2035491.71509327
2020-11-01,m2_deposit_fixed,917209.7314219999
2020-11-01,m1_total,525825.20153627
2020-11-01,m2_deposit_saving,211692.110113
2020-11-01,m2_deposit_other,212046.27519899997
2020-11-01,m2_repo,53.465526
2020-12-01,m1_total,523662.89473661
2020-12-01,m3_total,2040993.8956126098
2020-12-01,m2_repo,53.465526
2020-12-01,m3_deposit_other,3512.8174550000113
2020-12-01,m1_currency,118380.79660361
2020-12-01,m1_deposit_demand,405282.098133
2020-12-01,m2_total,2037481.0781576098
2020-12-01,m2_deposit_fx,161413.49332399995
2020-12-01,m2_deposit_other,217884.98396900002
2020-12-01,m2_deposit_saving,212340.65829
2020-12-01,m2_deposit_fixed,912592.996212
2020-12-01,m2_nid,9532.5861
2021-01-01,m2_repo,53.465526
2021-01-01,m2_nid,8824.454318999999
2021-01-01,m1_total,535211.2944170199
2021-01-01,m2_total,2043093.47489202
2021-01-01,m1_currency,123007.50800301998
2021-01-01,m1_deposit_demand,412203.786414
2021-01-01,m3_total,2045652.13719402
2021-01-01,m3_deposit_other,2558.6623019999824
2021-01-01,m2_deposit_fx,159817.51995000002
2021-01-01,m2_deposit_saving,218820.028001
2021-01-01,m2_deposit_fixed,909768.665008
2021-01-01,m2_deposit_other,210598.04767099998
2021-02-01,m1_deposit_demand,414050.202904
2021-02-01,m2_nid,8768.706575
2021-02-01,m2_deposit_fx,166223.449836
2021-02-01,m2_deposit_fixed,909480.9816990001
2021-02-01,m3_deposit_other,3155.5672690002248
2021-02-01,m2_deposit_saving,223178.04048
2021-02-01,m2_total,2055196.26331302
2021-02-01,m3_total,2058351.8305820203
2021-02-01,m1_currency,127074.55088702
2021-02-01,m2_deposit_other,206366.86540599997
2021-02-01,m2_repo,53.465526
2021-02-01,m1_total,541124.75379102
2021-03-01,m1_total,549566.7177892202
2021-03-01,m2_nid,3135.034296
2021-03-01,m2_deposit_fx,179385.575692
2021-03-01,m1_deposit_demand,422751.0802110001
2021-03-01,m2_deposit_other,214575.501035
2021-03-01,m2_repo,51.242991
2021-03-01,m3_deposit_other,4621.0878690001555
2021-03-01,m2_deposit_fixed,909201.2360569999
2021-03-01,m3_total,2088401.61568222
2021-03-01,m2_total,2083780.52781322
2021-03-01,m1_currency,126815.63757821999
2021-03-01,m2_deposit_saving,227865.21995300002
2021-04-01,m1_currency,128016.41626807001
2021-04-01,m2_repo,51.242991
2021-04-01,m2_deposit_fixed,905951.176608
2021-04-01,m3_deposit_other,5350.274307999993
2021-04-01,m1_total,551531.09767007
2021-04-01,m3_total,2078978.51204807
2021-04-01,m2_deposit_fx,173203.312474
2021-04-01,m2_deposit_saving,229924.41262100002
2021-04-01,m2_total,2073628.23774007
2021-04-01,m2_deposit_other,209017.66599200002
2021-04-01,m1_deposit_demand,423514.681402
2021-04-01,m2_nid,3949.329384
2021-05-01,m1_deposit_demand,421626.77117200004
2021-05-01,m2_deposit_other,210869.68095600003
2021-05-01,m2_deposit_fx,175587.371557
2021-05-01,m3_deposit_other,6194.302257999778
2021-05-01,m2_total,2076555.3219060202
2021-05-01,m3_total,2082749.62416402
2021-05-01,m2_deposit_fixed,903590.08387
2021-05-01,m2_nid,3835.9531480000005
2021-05-01,m2_deposit_saving,230996.838181
2021-05-01,m2_repo,51.254325
2021-05-01,m1_total,551624.1398690201
2021-05-01,m1_currency,129997.36869701999
2021-06-01,m3_total,2087879.4582500698
2021-06-01,m2_repo,46.79624
2021-06-01,m1_currency,129664.13945807001
2021-06-01,m2_deposit_fx,176184.727771
2021-06-01,m2_deposit_saving,235592.395093
2021-06-01,m1_deposit_demand,418042.55468500004
2021-06-01,m2_nid,3750.804494
2021-06-01,m3_deposit_other,5606.262144999811
2021-06-01,m2_deposit_other,215816.831707
2021-06-01,m2_total,2082273.1961050702
2021-06-01,m1_total,547706.69414307
2021-06-01,m2_deposit_fixed,903174.946657
2021-07-01,m2_deposit_fx,187198.45229300004
2021-07-01,m2_deposit_fixed,909104.9973029998
2021-07-01,m2_nid,3482.937297
2021-07-01,m1_deposit_demand,419439.424296
2021-07-01,m3_deposit_other,6227.264612000436
2021-07-01,m2_repo,46.801725
2021-07-01,m1_currency,131385.45483396
2021-07-01,m3_total,2106362.07319396
2021-07-01,m2_deposit_saving,236969.94696
2021-07-01,m2_deposit_other,212506.793874
2021-07-01,m2_total,2100134.8085819595
2021-07-01,m1_total,550824.87912996
2021-08-01,m1_deposit_demand,419569.76346200006
2021-08-01,m2_deposit_fixed,899578.304999
2021-08-01,m2_nid,3488.9288959999994
2021-08-01,m1_total,551831.4517726101
2021-08-01,m3_deposit_other,6025.842655999586
2021-08-01,m2_repo,46.799789999999994
2021-08-01,m3_total,2104909.82914361
2021-08-01,m1_currency,132261.68831060998
2021-08-01,m2_deposit_other,214081.55384000004
2021-08-01,m2_total,2098883.9864876103
2021-08-01,m2_deposit_saving,237502.985276
2021-08-01,m2_deposit_fx,192353.961914
2021-09-01,m2_repo,47.065932
2021-09-01,m1_currency,133979.15058694
2021-09-01,m2_deposit_other,225132.697844
2021-09-01,m1_total,562955.70050194
2021-09-01,m2_deposit_saving,241620.05388700002
2021-09-01,m2_total,2127284.9990309402
2021-09-01,m2_deposit_fx,187818.232439
2021-09-01,m2_nid,3955.5342230000006
2021-09-01,m2_deposit_fixed,905755.714204
2021-09-01,m1_deposit_demand,428976.54991500004
2021-09-01,m3_deposit_other,6333.867502999958
2021-09-01,m3_total,2133618.86653394
2021-10-01,m2_deposit_other,223682.86895700003
2021-10-01,m2_deposit_fx,182727.30489
2021-10-01,m1_total,559928.62964454
2021-10-01,m2_repo,47.065932
2021-10-01,m2_total,2122374.47096554
2021-10-01,m2_deposit_fixed,913757.3792150001
2021-10-01,m2_deposit_saving,238942.018687
2021-10-01,m2_nid,3289.2036399999997
2021-10-01,m1_currency,135109.23954454
2021-10-01,m1_deposit_demand,424819.3901
2021-10-01,m3_deposit_other,7649.656068000011
