company,state,postcode,address,poison,non_poison,traditional,health_supplement,poison_vet,non_poison_vet
THOMSON HOSPITALS SDN. BHD.,Selangor,47810,"NO. 11, JALAN TEKNOLOGI TAMAN SAINS SELANGOR PJU 5, KOTA DAMANSARA",1,1,1,1,0,0
THONG YAK SDN.BHD.,Sarawak,93350,"50, TABUAN DESA LORONG 4F1 JALAN KERANJI",0,0,1,0,0,0
TIEN SWEE TRADING SDN BHD,W.P. Kuala Lumpur,52100,"LOT 12, JALAN E1/1 KAWASAN PERINDUSTRIAN EHSAN KEPONG",0,1,0,1,0,0
TIMBERLAND MEDICAL CENTRE,Sarawak,93250,"LOT 5160-5169 & 7477-7486, BLOCK 16, KCLD 2 1/2 MILE, ROCK ROAD",1,1,1,1,0,0
TJM MARKETING SDN BHD,Kelantan,16100,"LOT PT 1452 B, JALAN PADANG TEMBAK PENGKALAN CHEPA",0,1,1,1,0,0
TK DENTAL TRADING,Pulau Pinang,10400,"94, Jalan Rangoon",1,0,0,0,0,0
TLK ADVANCE MARKETING (M) SDN BHD,Kedah,09000,"NO. 31-33, LEBUH BANDAR 3/1 BANDAR PUTRA KULIM",0,0,1,0,0,0
TM PHARMA (M) SDN. BHD.,Melaka,75260,"25, JALAN STM 1 TAMAN SERI TANJUNG MINYAK",1,1,1,1,0,0
TOGA TRADING,Sarawak,98000,"LOT 14563, GROUND FLOOR, AT JALAN AIRPORT OFF JALAN MIRI-BINTULU",0,1,0,1,0,0
TOHTONKU SDN. BHD.,Pulau Pinang,10350,186 Jalan Burma,0,1,0,1,0,0
TOKO GEMILANG (T) SDN BHD,Sabah,91000,"TB 14977 - 14978, TAMAN UNI PARK, JALAN UTARA",0,1,1,1,0,0
TONGEE (K.L.) SDN. BHD.,W.P. Kuala Lumpur,51200,NO. 3 & 5 JALAN SEGAMBUT PUSAT  SEGAMBUT INDUSTRIAL AREA,0,1,1,1,0,0
TOTAL HEALTH CONCEPT SDN. BHD.,Selangor,46200,"UNIT 1201, 12TH FLOOR AMCORP TRADE CENTRE, PJ TOWER NO. 18, PERSIARAN BARAT",0,0,1,1,0,0
TOTAL IMAGE REGIONAL (M) SDN. BHD.,W.P. Kuala Lumpur,58000,"17-01, Level 17, Menara MBMR 1, Jalan Syed Putra",0,1,1,1,0,0
TP LIFE SDN. BHD.,Sabah,89008,"Farmasi Tenom Tingkat bawah, Blok C, Lot 5 Jalan Apin-Apin, One Plaza, Peti Surat 693",1,1,1,1,0,0
TP Pharmacy (Kuching) Sdn. Bhd.,Sarawak,93350,"Ground Floor, Unit No. G-7 Precinct 88, Jalan Song",1,1,1,1,0,0
TRANSLAB (M) SDN BHD,Selangor,46150,"18, JALAN PJS 11/16 BANDAR SUNWAY",1,0,0,0,0,0
TRU-ONE KONSEP SDN BHD,Sabah,88200,"LOT E5 & E6, BLOCK E CYBER SQUARE COMMERCIAL CENTRE LINTAS-KEPAYAN HIGHWAY",1,1,0,1,0,0
TRUE LABEL PHARMACY SDN.BHD.,Sarawak,98000,"Lot 2310, Ground & First Floor Bulatan Commercial Centre Jalan Datuk Muip",1,0,0,0,0,0
TT BERSATU SDN BHD,Sabah,88450,"No. 3, Lot 23, Likas Industrial Centre Lorong Kurma 1, Mile 5 1/2, Jalan Tuaran",1,0,0,0,0,0
TT MEDIC,Sabah,88300,"LOT 20, GROUND FLOOR, BLOCK C (C-G-20) HS COMMERCIAL CENTRE JALAN PENAMPANG",1,1,1,1,0,0
TUNG BOO TRADING SDN BHD,Sarawak,98000,"LOT 1742, EASTWOOD INDUSTRIAL ESTATE JALAN MIRI-BY-PASS",0,0,1,1,0,0
TUNG ON HONG,Sabah,88300,"Lot A7 & 8-0, Block A, Ground Floor Beverly Hill Apartment Phase 1 Jalan Bundusan, Penampang",0,0,1,0,0,0
TYDEAL GLOBAL SDN BHD,Selangor,62502,"M-02-08, BLOCK M, CONEZION COMMERCIAL PERSIARAN IRC 3 IOI RESORT CITY",1,1,1,1,0,0
TZE SENG TRADING,Sarawak,93450,"NO. 304, BINTAWA VILLAGE",0,1,1,1,0,0
U-Kang Pharmacy Sdn Bhd,Selangor,47100,"56A-G, Jalan Bandar 2 Pusat Bandar Puchong",1,1,1,1,1,0
U-PIN MEDIC TRADING SDN. BHD.,Perak,31400,"NO. 18, LINTASAN PERAJURIT 6 TAMAN IPOH TIMUR",0,0,1,0,0,0
UBISSON SDN BHD,Sarawak,96000,"NO. 35, 1ST & 3RD FLOOR, PUSAT PEDADA JALAN PEDADA",1,1,1,1,0,0
ULRIC TRADING SDN BHD,Johor,83000,NO. 30 JALAN PENJAJA 3,0,0,0,1,0,0
UMH PHARMACY (KUCHING) SDN BHD,Sarawak,93100,LOT 168 - 169 JALAN SONG THIAN CHEOK,1,1,0,1,0,0
UMH PHARMACY SENDIRIAN BERHAD,Sabah,88000,"94, GAYA STREET,",1,1,0,1,0,0
UNI DRUG HOUSE SDN. BHD.,Selangor,68100,"NO. 59, JALAN SBC 7 TAMAN SRI BATU CAVES",1,1,0,1,0,0
Uni-hana Sdn. Bhd.,Selangor,40300,"Lot 1, Jalan Bursa 23/4 Seksyen 23",1,0,0,0,1,0
UNIMED SDN. BHD.,W.P. Kuala Lumpur,52200,No. 53 Jalan Tembaga SD 5/2B Bandar Sri Damansara,1,1,1,1,0,0
UNIQUE IMAGE SDN. BHD.,Johor,85000,"NO. 31, JALAN SUSUR GEMILANG LEBUHRAYA SEGAMAT-KUANTAN",0,1,1,1,0,0
UNIVISION MARTS SDN BHD,Sabah,90737,"LOT 9, TINGKAT BAWAH, CL 075209522, BATU 8 JALAN LABUK SANDAKAN PETI SURAT 3359",0,1,1,1,0,0
V & C HEALTHY DISPENSARY SDN BHD,Sabah,90000,"GROUND FLOOR, LOT 8, BLOCK 18 JALAN 2",1,1,1,1,1,1
VA Solutions Sdn. Bhd.,Pulau Pinang,11900,"3, Jalan Sungai Tiram 4",1,0,0,0,0,0
Vanguard Aesthetics Sdn. Bhd.,Selangor,46200,UNIT A-25-06 PINNACLE PETALING JAYA JALAN UTARA C,1,0,0,0,0,0
Vantive Sdn. Bhd.,Selangor,47301,"B-21-3, LEVEL 21, THE ASCENT, PARADIGM NO. 1, JALAN SS 7/26A KELANA JAYA",1,1,0,1,0,0
VCARE PHARMACY,Pulau Pinang,13400,6925-6926 GF & 6926 1ST FLOOR JALAN ONG YI HOW,1,0,0,0,0,0
VECARE PHARMACY (PADANG SERAI) SDN. BHD.,Kedah,09400,"NO. 20, JALAN DAMAI 1/3 TAMAN DAMAI",1,1,1,1,0,0
VECARE PHARMACY (PERMATANG PAUH) SDN. BHD.,Pulau Pinang,13500,"B1-G-12B, Pusat Perniagaan Pauh Jaya Lorong Pauh Jaya 1/3",1,0,0,1,0,0
VECARE PHARMACY (SEBERANG JAYA) SDN. BHD.,Pulau Pinang,13700,"NO. 30, GROUND FLOOR, JALAN TODAK 2 PUSAT BANDAR SEBERANG JAYA",1,0,0,1,0,0
Vemedim Sdn Bhd,Selangor,47600,"15, JALAN USJ 1/31",1,1,0,1,1,1
Vet-Visions (m) Sdn. Bhd.,Perak,31400,"No. 7, Persiaran Bercham Utara 1 Kawasan Perindustrian Pinggir Bercham",1,0,0,0,1,0
VICTORIA PHARMACY PLT,W.P. Labuan,87000,"UNIT A028, FIRST FLOOR, PODIUM LEVEL, FINANCIAL PARK COMPLEX LABUAN, JALAN MERDEKA",1,1,1,1,0,0
VIGORACE LIFE SCIENCE SDN. BHD.,Selangor,46050,"E-10-01, MENARA MELAWANGI, P.P. AMCORP NO. 18, JALAN PERSIARAN BARAT",0,1,1,1,0,0
VINLANE TRADING SDN BHD,Perak,31400,"103A, JALAN KAMARUDDIN ISA",0,1,1,1,0,0
VISION BIOTECH SDN BHD,Negeri Sembilan,71960,"PT832, JALAN TERATAI 3 TAMAN INDAH SITE 'A'",1,0,0,0,0,0
VISION BLOSSOM SDN. BHD.,Selangor,40460,"NO. 3A (TINGKAT 1), JALAN ANGGERIK VANILLA M31/M KOTA KEMUNING, SEKSYEN 31",0,0,1,1,0,0
VISION PHARMACY SDN.BHD.,Sarawak,98000,"Lot 561, Pelita Commercial Centre Miri-Pujut Road",1,1,1,1,0,0
Vismedic Sdn. Bhd.,Selangor,47120,"NO. 28B, JALAN BP6/6 BANDAR BUKIT PUCHONG",0,1,0,1,0,0
VITAHEALTH MALAYSIA SDN. BHD.,Selangor,40150,"NO. 23, JALAN JURUNILAI U1/20 HICOM GLENMARIE INDUSTRIAL PARK SEKSYEN U1",0,0,1,1,0,0
VIVA CARE PHARMACY (CHENG) SDN. BHD.,Melaka,76450,"NO. 5, JALAN INANG 3 TAMAN PAYA RUMPUT UTAMA",1,1,1,1,0,0
VONIC MEDITECH SDN. BHD.,Sarawak,93050,"LOT 843, BLOCK 7, MTLD SEJINGKAT INDUSTRIAL PARK",1,1,1,1,0,0
WAH CHOI PHARMACY SDN. BHD.,Sabah,91000,"TB 268, GROUND FLOOR FAJAR COMPLEX JALAN MAHKAMAH",1,1,0,1,0,0
WAH CHOI SDN BHD,Sabah,91000,"TB 267, GROUND FLOOR, FAJAR COMPLEX JALAN MAHKAMAH",0,1,1,1,0,0
WAN LING TRADING CO,Sarawak,93350,"NO. 156, GROUND FLOOR LOT 2119, LORONG TAMAN HUI SING 3",0,1,0,1,0,0
WANDSONS ENTERPRISE SDN. BHD.,Sarawak,93450,"LOT 1019, JALAN JENTERA, PENDING INDUSTRIAL ESTATE",0,0,1,0,0,0
WATSON`S PERSONAL CARE STORES SDN. BHD.,W.P. Kuala Lumpur,55188,"SUITE 7.01 OF LEVEL 7, MENARA EXCHANGE 106 TUN RAZAK EXCHANGE LINGKARAN TRX IMBI",1,1,1,1,0,0
Well Chemist & HealthCare,Pulau Pinang,12300,"6479, 1st Floor Jalan Raja Uda",1,1,0,1,0,0
Wellesta Healthcare Sdn. Bhd.,Selangor,47820,"C208, Centre Wing Metropolitan Square, Jalan PJU 8/1 Damansara Perdana",1,1,1,1,1,1
WELLESTA TRUELIFE SDN. BHD.,Selangor,47820,"W103A, WEST WING, METROPOLITAN SQUARE JALAN PJU 8/1 BANDAR DAMANSARA PERDANA",1,1,1,1,0,0
WELLFAST PHARMACY SDN BHD,Selangor,40460,"32G, JALAN ANGGERIK VANILLA M31/M KOTA KEMUNING SEKSYEN 31",1,1,1,1,1,1
WELLFORM SJ (M) SDN BHD,Selangor,47610,"13 & 14, BLOCK A LOT 756, PRIME SUBANG LIGHT INDUSTRIAL PARK JALAN SUBANG 3",0,1,0,1,0,0
Wellness Concept (m) Sdn Bhd,Selangor,47400,"Unit A-1-5, A-2-5, A-3-5, Block Allamanda 10, Boulevard, Lebuhraya Sprint PJU 6A",0,0,1,0,0,0
WELLPORTA SDN. BHD.,Selangor,42200,"NO. 2, JALAN MERU INDAH 22/KU8 KAWASAN PERINDUSTRIAN MERU BARAT",0,0,1,1,0,0
Wen Ken Marketing (M) Sdn Bhd,Johor,81200,"No. 24, Jalan Lambak Taman Johor",0,1,1,1,0,0
WENG SENG HENG MEDICAL HALL SDN. BHD.,Pulau Pinang,10300,No. 221 Lebuh Pantai,0,1,1,1,0,0
WENG TEIK HENG (M) SDN BHD,Pulau Pinang,10300,NO. 133 LEBUH PANTAI,0,0,1,0,0,0
WENG THYE HENG SDN. BHD.,Pulau Pinang,10200,"NO. 16/18, LEBUH CHULIA",0,1,1,1,0,0
Wija Pharma Sdn Bhd,Sarawak,93050,"NO. 19, GROUND FLOOR KUBAH RIA COMPLEX PETRA JAYA",1,1,0,1,0,0
Wija Pharmacy (Sarawak) Sdn. Bhd.,Sarawak,93050,"Wija Pharmacy Ground Floor, No. 13, Semariang Square Jalan Sultan Tengah",1,1,0,1,0,0
WINWA MEDICAL SDN. BHD.,Pulau Pinang,14000,"1952, LORONG I.K.S BUKIT MINYAK 3 TMN I.K.S. BUKIT MINYAK",1,1,1,1,0,1
WIRO MARKETING SDN BHD,Selangor,40400,"NO. 41, JALAN TAMBUR 33/19 SHAH ALAM TECHNOLOGY PARK, SEKSYEN 33",0,1,1,1,0,0
WOOI PHENG ENTERPRISE,Terengganu,21000,"LOT 2219, KAMPUNG LOSONG DATO' AMAR MUKIM LOSONG",0,1,0,1,0,0
World Medicare Supplies Sdn Bhd,Selangor,43200,"NO. 62A-2, JALAN TEMENGGUNG 19/9 BANDAR MAHKOTA CHERAS",1,0,1,1,0,0
WORLD PHARMACY,Sabah,90710,"LOT 7, BLOCK C, TINGKAT BAWAH BANDAR KIM FUNG BATU 4, JALAN UTARA",1,0,0,0,0,0
WYKON MEDICAL SDN. BHD.,Perak,31100,"NO. 177, JALAN BESAR",1,1,1,1,0,0
WYMED PHARMA SDN BHD,Sarawak,94300,"NO. 30, LOT 5679, UNI CAPITAL KUCHING-SAMARAHAN EXPRESSWAY",1,1,1,1,0,0
Y.K.FARMASI SDN BHD,Sabah,88450,"Lot 27, Ground Floor, Block D Iramanis Centre, Jalan Lintas",1,1,1,1,1,1
Y.S.P. INDUSTRIES (M) SDN. BHD.,Sarawak,93150,"No. 66, Taman Pok Ai, Persiaran Rainbow Jalan Tun Ahmad Zaidi Adruce",1,1,1,1,1,1
YAN SEW TRADING AND MEDICAL HALL SDN.BHD.,Negeri Sembilan,73400,"LOT 1184, BATU 2 JALAN TAMPIN GEMAS",0,0,0,1,0,0
YAP HEALTHCARE GROUP (M) SDN. BHD.,Johor,81000,"94, JALAN KIAMBANG 5, PUSAT KOMERSIAL INDAH, BANDAR INDAHPURA,",1,1,1,1,0,0
YAT MING MEDICINE SDN. BHD.,Johor,81200,"No. 24, Jalan Lambak, Taman Johor",0,0,1,0,0,0
Yau Enterprise Sdn Bhd,Selangor,46150,"1, Jalan PJS 11/18 Bandar Sunway",1,1,0,1,1,1
Yeam Heng Trading Co.,Pulau Pinang,14000,"1770, Jalan Kulim",1,0,0,0,1,0
Yee Lee Trading Co. Sdn. Bhd.,Kelantan,16100,"S/44, PT 681, JALAN PADANG TEMBAK KAWASAN PERINDUSTRIAN PENGKALAN CHEPA",0,0,1,0,0,0
YES HEALTH SDN BHD,Selangor,40150,"UNIT A-07-2, LEVEL 3, BLOK A NO. 1, JALAN ZUHAL U5/178 SEKSYEN U5",0,1,1,1,0,0
YEUNG LOK ENTERPRISE SDN BHD,Sarawak,94200,"LOT 331, BLOCK 10, 20 1/2 MILE, BERATOK, KUCHING-SERIAN ROAD,",1,0,0,0,0,0
YEW SAN YIH ENTERPRISE,Kelantan,17500,"LOT 1927, JALAN ISMAIL PETRA",0,1,0,1,0,0
YEW TAT TRADING COMPANY,Sarawak,96000,"NO. 20, G/F, LANE 5 MERDEKA ROAD",0,1,1,1,0,1
YEWLIAN HERBS & HEALTH CARE TRADING SDN BHD,Johor,81200,"No. 22, Jalan Riang Ria 1 Taman Mulia",0,0,1,0,0,0
YHO MARKETING SDN BHD,Pulau Pinang,13600,"NO. 16, 18 TINGKAT KIKIK 7 TAMAN INDERAWASIH",0,0,1,1,0,0
YI YUAN  MEDICAL SUPPLY,Perak,31650,"NO. 6, LEBUH PEGOH TIMUR 3 KAWASAN PERINDUSTRIAN RINGAN TAMAN LAPANGAN RIA",0,1,1,1,0,0
YILIN (M) SDN. BHD.,W.P. Kuala Lumpur,55100,"No. 11, Jalan Pandan 8/6 Pandan Jaya",0,0,1,0,0,0
YIN HUAT MEDICAL COMPANY SDN. BHD.,Perak,31500,"2, Persiaran Perindustrian Pengkalan 10 Kawasan Perindustrian Pengkalan",0,0,1,0,0,0
YM CARE SUPPLIES (M) SDN. BHD.,Perak,30010,"No. 4, Jalan Klebang Indah 8 Medan Klebang Indah",0,1,1,1,0,0
Yong Hua Heng Sdn Bhd,Sarawak,93150,"GROUND FLOOR NO. 44, JALAN TUN AHMAD ZAIDI ADRUCE",0,1,1,1,0,0
YONG HUAT TRADING,Kelantan,15350,"4342-R, JALAN KEBUN SULTAN",0,1,0,1,0,0
YONGHUAT MARKETING SDN. BHD.,Melaka,75250,"NO. 8, JALAN PK 8E TAMAN PERINDUSTRIAN KRUBONG",0,1,1,1,0,0
YOON LOONG TRADING CO,Perak,31450,"NO. 23, TINGKAT KLEDANG 14 TAMAN KLEDANG",0,0,1,0,0,0
Yoon Ning Trading Sdn Bhd,Perak,31400,"No. 103, Jalan Fair Park Fair Park",0,1,1,1,0,0
YOON SIN MEDICINE SDN BHD,Melaka,75260,"NO.14, JALAN PK8C, KAWASAN PERINDUSTRIAN KRUBONG,",0,1,1,1,0,0
YOON THYE SDN. BHD.,Melaka,75200,"55, JALAN KL 3/8 TAMAN KOTA LAKSAMANA, SEKSYEN 3",0,1,1,1,0,0
YOONG SHING TRADING (M) SDN BHD,Johor,81750,"NO. 10, JALAN BUKIT 5, KAWASAN MIEL BANDAR SERI ALAM",0,1,0,1,0,0
YOU HOW (E.M.) SDN. BHD.,Sarawak,93350,"463, Heights Drive Commercial Centre Jalan Stutong",0,0,1,0,0,0
YOUNG LIVING MALAYSIA SDN. BHD.,W.P. Kuala Lumpur,59200,"GROUND FLOOR, TOWER 7 AVENUE 3, BANGSAR SOUTH NO. 8, JALAN KERINCHI",0,0,1,0,0,0
Yow Sang Medicine Co. Sdn. Bhd.,Johor,80050,"126, 126A, 127, 127A, JALAN SULTANAH AMINAH TAMAN ISKANDAR",0,1,1,1,0,0
YPL HEALTHCARE PRODUCT SDN BHD,Negeri Sembilan,70450,"No. 44, Lorong Taman Perniagaan Senawang 1/4 Taman Perniagaan Senawang",0,0,1,0,0,0
YS MARKETING & SERVICES SDN BHD,Perak,34000,"NO. 91, JALAN KOTA",0,0,1,1,0,0
Yuehua (e.m.) Sdn.bhd.,Sarawak,93300,No. 5-6 Central Road East,0,0,1,0,0,0
ZEBS HEALTH INNOVATIONS PLT,Selangor,47810,"SW-03A-05, Cova Square Jalan Teknologi, Kota Damansara PJU 5",0,0,1,1,0,0
Zed Pharma Sdn. Bhd.,Terengganu,24000,"C-G-03, Coast Kemaman Cukai",1,1,1,1,0,0
Zenotec Pharma Sdn.bhd.,Selangor,40460,"LEVEL 3-2-2, BLOK 3, PERSIARAN ANGGERIK VANILLA KOTA KEMUNING SEKSYEN 31",0,1,1,1,0,0
ZHONG YEN TRADING SDN BHD,Pulau Pinang,10200,"440-A, LEBUH CHULIA",0,0,1,0,0,0
ZIPPER RESOURCES SDN. BHD.,Johor,81500,"NO. 15, JALAN INDUSTRI 9 TAMAN PERINDUSTRIAN PEKAN NENAS PEKAN NENAS",0,1,0,1,0,0
ZONTRON PHARMACEUTICALS SDN. BHD.,Pulau Pinang,14100,"LOT 10 & 11, PERDA INDUSTRIAL PARK LORONG IKS SIMPANG AMPAT B",1,1,1,1,0,0
ZP MARKETPLACE SDN. BHD.,Selangor,40150,"NO. 15, TINGKAT 2 PERSIARAN PASAK BUMI BUKIT JELUTONG, SEKSYEN U8",1,1,1,1,1,1
ZUELLIG PHARMA SDN. BHD.,Selangor,40150,"NO. 15, PERSIARAN PASAK BUMI KAWASAN PERINDUSTRIAN BUKIT JELUTONG, SEKSYEN U8",1,1,1,1,1,1
ZUFFA SP PHARMACARE,Kedah,08000,"A102, LORONG RIA INDAH 12 TAMAN RIA INDAH",1,0,0,0,0,0
ZULAT PHARMACY SDN. BHD.,W.P. Kuala Lumpur,53100,"NO. 23 & 23A, JALAN BANDAR 3 TAMAN MELAWATI",1,0,0,0,0,0
